0;1;362.0
0;2;2616.0
0;3;1314.0
0;4;275.0
0;5;1042.0
0;6;764.0
0;7;1410.0
0;8;498.0
0;9;572.0
0;10;613.0
0;11;69.0
0;12;34.0
0;13;1236.0
0;14;775.0
0;15;52.0
0;16;1111.0
0;17;146.0
0;18;34.0
0;19;397.0
0;20;108.0
0;21;304.0
0;22;668.0
0;23;204.0
0;24;1305.0
0;25;72.0
0;26;197.0
0;27;1588.0
0;28;854.0
0;29;216.0
0;30;181.0
0;31;218.0
0;32;233.0
0;33;216.0
0;34;463.0
0;35;29.0
0;40;16.0
0;41;16.0
0;42;19.0
0;43;15.0
0;45;24.0
0;47;94.0
0;49;27.0
0;70;18.0
0;76;66.0
0;81;82.0
0;82;20.0
0;83;65.0
0;84;667.0
0;85;59.0
0;87;27.0
0;88;34.0
0;89;25.0
0;92;25.0
0;94;25.0
0;95;252.0
0;96;130.0
0;97;743.0
0;99;334.0
0;100;133.0
0;101;954.0
0;102;16.0
0;103;25.0
0;104;1985.0
0;105;157.0
0;106;769.0
0;107;3330.0
0;108;255.0
0;109;975.0
0;110;213.0
0;111;23.0
0;112;189.0
0;113;565.0
0;114;13.0
0;115;111.0
0;116;60.0
0;117;86.0
0;118;13.0
0;119;42.0
0;120;39.0
0;121;15.0
0;122;194.0
0;123;101.0
0;124;37.0
0;125;44.0
0;126;50.0
0;127;15.0
0;128;53.0
0;129;89.0
0;130;63.0
0;131;89.0
0;132;482.0
0;133;76.0
0;134;784.0
0;135;205.0
0;138;23.0
0;139;315.0
0;141;30.0
0;146;18.0
0;147;77.0
0;150;44.0
0;151;30.0
0;152;185.0
0;154;99.0
0;156;81.0
0;163;322.0
0;164;23.0
0;165;133.0
0;166;38.0
0;168;92.0
0;169;11.0
0;172;71.0
0;173;89.0
0;174;49.0
0;175;137.0
0;177;17.0
0;178;18.0
0;179;39.0
0;180;51.0
0;201;62.0
0;202;46.0
0;203;169.0
0;204;245.0
0;205;63.0
0;206;45.0
0;207;47.0
0;208;64.0
0;209;766.0
0;210;180.0
0;211;31.0
0;212;43.0
0;213;28.0
0;214;194.0
0;215;28.0
0;216;40.0
0;217;74.0
0;219;32.0
0;221;19.0
0;222;116.0
0;223;57.0
0;224;26.0
0;225;31.0
0;226;14.0
0;227;98.0
0;228;22.0
0;230;30.0
0;232;24.0
0;233;16.0
0;236;44.0
0;237;13.0
0;239;31.0
0;240;33.0
0;245;277.0
0;249;17.0
0;252;350.0
0;254;34.0
0;262;11.0
0;271;14.0
0;276;129.0
0;277;25.0
0;278;11.0
0;279;12.0
0;280;22.0
0;281;25.0
0;283;144.0
0;285;21.0
0;288;78.0
0;289;22.0
0;291;81.0
0;293;35.0
0;294;30.0
0;298;14.0
0;301;77.0
0;302;21.0
0;303;31.0
0;305;26.0
0;306;21.0
0;307;13.0
0;309;24.0
0;310;37.0
0;313;38.0
0;316;43.0
0;319;16.0
0;320;50.0
0;322;12.0
0;323;90.0
0;324;189.0
0;325;65.0
0;326;40.0
0;327;34.0
0;328;220.0
0;329;16.0
0;330;62.0
0;331;63.0
0;332;50.0
0;333;88.0
0;340;19.0
0;341;23.0
0;343;87.0
0;344;25.0
0;348;32.0
0;352;157.0
0;356;222.0
0;358;117.0
0;361;42.0
0;365;19.0
0;370;15.0
0;371;18.0
0;372;38.0
0;373;95.0
0;374;78.0
0;375;128.0
0;376;77.0
0;378;32.0
0;379;290.0
0;380;26.0
